datetime,Global CMP22 (vent/cor) [W/m^2],Tower Dry Bulb Temp [deg C],Tower RH [%],Avg Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],image_url
20241116093800,441.709,9.74,20.84,0.492,199.2,806.778,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-27-07-696Z_image.jpg
20241116093900,443.962,9.93,20.27,0.797,223,806.769,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-28-10-538Z_image.jpg
20241116094000,445.643,10.07,21.18,0.057,24.27,806.783,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-29-13-512Z_image.jpg
20241116094100,447.44,10.29,19.47,0.247,286.5,806.805,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-30-16-121Z_image.jpg
20241116094200,448.928,10.32,19.05,1.575,288,806.807,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-31-19-372Z_image.jpg
20241116094300,451.118,10.14,19.09,0.285,290.3,806.83,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-32-22-082Z_image.jpg
20241116094400,453.21,10.1,19.88,0.022,288.2,806.831,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-33-26-270Z_image.jpg
20241116094500,455.037,10.21,19.17,0,0,806.83,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-34-29-305Z_image.jpg
20241116094600,456.894,10.28,20.08,0.557,66.76,806.827,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-35-32-031Z_image.jpg
20241116094700,458.763,10.51,19.23,0.15,72.99,806.828,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-36-34-781Z_image.jpg
20241116094800,461.16,10.74,18.94,0.412,35.43,806.855,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-37-37-424Z_image.jpg
20241116094900,463.005,10.88,19.08,0.26,132.6,806.871,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-38-40-145Z_image.jpg
20241116095000,464.596,11.09,18.84,0.23,131.9,806.889,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-39-43-273Z_image.jpg
20241116095100,466.313,11.3,18.96,1.675,115,806.886,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-40-45-986Z_image.jpg
20241116095200,468.329,11.27,21.54,2.45,101.1,806.885,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-41-49-293Z_image.jpg
20241116095300,470.103,11.18,21.03,2.7,75.02,806.858,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-42-51-979Z_image.jpg
20241116095400,472.149,10.94,21.57,1.9,86.5,806.842,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-43-54-949Z_image.jpg
20241116095500,474.481,10.84,21.61,2.275,104.4,806.813,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-44-57-999Z_image.jpg
20241116095600,476.526,10.7,21.16,1.565,112,806.813,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-46-00-787Z_image.jpg
20241116095700,478.074,10.63,22.22,1.925,94.2,806.811,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-47-03-896Z_image.jpg
20241116095800,479.88,10.77,21.36,2.788,89.7,806.81,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-48-07-052Z_image.jpg
20241116095900,481.621,10.88,20.35,2.825,78.27,806.823,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-49-09-783Z_image.jpg
20241116100000,483.498,10.93,22.02,3.463,85.1,806.823,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-50-12-764Z_image.jpg
20241116100100,484.921,10.89,21.96,2.7,76.18,806.834,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-51-15-744Z_image.jpg
20241116100200,485.707,10.84,23.07,2.663,93.3,806.836,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-52-18-376Z_image.jpg
20241116100300,487.534,10.79,23.52,2.8,117.7,806.837,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-53-21-550Z_image.jpg
20241116100400,488.192,10.62,25.08,3,91.2,806.842,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-54-24-518Z_image.jpg
20241116100500,490.042,10.68,25.41,2.725,73.91,806.845,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-55-27-797Z_image.jpg
20241116100600,490.909,10.76,25.23,2.8,81.3,806.828,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-56-30-698Z_image.jpg
20241116100700,492.851,10.8,25.69,2.913,101.5,806.835,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-57-33-281Z_image.jpg
20241116100800,494.712,10.81,25.08,2.825,107.3,806.836,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-58-35-944Z_image.jpg
20241116100900,496.558,10.7,25.45,2.813,119.6,806.837,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-59-38-975Z_image.jpg
20241116101000,498.587,10.58,25.41,2.713,112.8,806.849,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-00-42-061Z_image.jpg
20241116101100,500.055,10.51,24.63,3.1,112,806.854,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-01-45-220Z_image.jpg
20241116101200,501.208,10.29,25.19,2.663,104.1,806.85,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-02-48-377Z_image.jpg
20241116101300,502.49,10.24,25.44,2.8,102,806.852,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-03-51-440Z_image.jpg
20241116101400,504.154,10.26,24.68,3.713,104.2,806.853,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-04-54-510Z_image.jpg
20241116101500,506.517,10.12,24.64,3.513,107.6,806.875,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-05-57-828Z_image.jpg
20241116101600,508.017,9.95,24.09,2.925,102,806.875,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-07-00-859Z_image.jpg
20241116101700,509.122,9.83,25.22,2.713,110.9,806.865,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-08-03-943Z_image.jpg
20241116101800,510.098,9.91,23.66,2.913,107.7,806.856,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-09-06-953Z_image.jpg
20241116101900,511.352,9.84,23.81,3.088,107.7,806.86,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-10-10-097Z_image.jpg
20241116102000,512.24,9.76,23.6,3.463,111.2,806.854,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-11-13-391Z_image.jpg
20241116102100,514.13,9.68,23.93,3.413,111.4,806.848,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-12-16-366Z_image.jpg
20241116102200,515.811,9.65,22.98,3.275,110.2,806.857,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-13-19-440Z_image.jpg
20241116102300,517.867,9.59,24.15,2.75,112.3,806.851,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-14-22-476Z_image.jpg
20241116102400,518.872,9.74,23.37,3.15,122.3,806.845,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-15-25-646Z_image.jpg
20241116102500,520.086,9.8,24.46,3.1,119,806.839,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-16-29-236Z_image.jpg
20241116102600,521.284,9.94,24.23,3.3,113.8,806.837,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-17-32-333Z_image.jpg
20241116102700,522.627,9.94,23.66,3.05,130.7,806.831,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-18-35-423Z_image.jpg
20241116102800,523.7,9.85,24.19,3.088,124.4,806.819,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-19-38-506Z_image.jpg
20241116102900,525.003,9.99,23.95,2.988,102.6,806.823,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-20-41-555Z_image.jpg
20241116103000,526.06,10.08,23.49,3.05,107.9,806.809,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-21-44-936Z_image.jpg
20241116103100,527.583,10,24.2,3.438,115.5,806.805,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-22-48-080Z_image.jpg
20241116103200,529.548,9.93,24.31,3.613,102.3,806.823,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-23-51-324Z_image.jpg
20241116103300,531.414,9.98,22.88,3,93,806.842,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-24-54-453Z_image.jpg
20241116103400,532.214,10.05,22.59,3.325,91,806.837,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-25-57-579Z_image.jpg
20241116103500,532.48,10.17,23.1,2.8,95.7,806.836,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-27-00-913Z_image.jpg
20241116103600,532.649,10.22,23.95,2.913,116.7,806.836,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-28-03-984Z_image.jpg
20241116103700,533.336,10.15,24.1,2.625,104.2,806.861,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-29-07-533Z_image.jpg
20241116103800,533.657,10.07,24.59,2.513,106.6,806.869,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-30-10-594Z_image.jpg
20241116103900,536.219,10.08,24.53,2.8,102.6,806.856,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-31-14-737Z_image.jpg
20241116104000,538.417,10.21,24.76,2.7,99.7,806.854,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-32-18-083Z_image.jpg
20241116104100,539.296,10.46,23.75,3.15,93.9,806.822,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-33-21-178Z_image.jpg
20241116104200,539.937,10.57,23.48,2.938,93,806.815,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-34-24-399Z_image.jpg
20241116104300,540.15,10.65,22.72,2.988,89.5,806.814,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-35-27-496Z_image.jpg
20241116104400,540.736,10.67,22.28,3.05,86.9,806.796,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-36-30-603Z_image.jpg
20241116104500,541.336,10.6,22.45,3.613,110.6,806.796,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-37-34-395Z_image.jpg
20241116104600,542.641,10.29,23.01,3.388,83.9,806.781,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-38-37-593Z_image.jpg
20241116104700,542.928,10.23,22.96,2.838,80.4,806.799,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-39-40-862Z_image.jpg
20241116104800,543.553,10.27,22.7,2.513,101.6,806.801,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-40-43-892Z_image.jpg
20241116104900,543.461,10.27,22.66,3.9,112.9,806.803,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-41-46-986Z_image.jpg
20241116105000,544.506,10.09,22.47,3.813,110.7,806.813,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-42-50-404Z_image.jpg
20241116105100,546.442,9.87,23.06,3.288,111.5,806.832,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-43-54-029Z_image.jpg
20241116105200,548.702,9.72,23.73,2.463,84.9,806.835,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-44-57-613Z_image.jpg
20241116105300,549.954,9.78,23.88,3.025,114.3,806.861,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-46-00-710Z_image.jpg
20241116105400,551.073,9.79,23.35,3.1,127.4,806.85,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-47-04-508Z_image.jpg
20241116105500,550.503,9.74,24.15,3.75,123.6,806.846,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-48-08-284Z_image.jpg
20241116105600,550.447,9.77,22.68,3.613,131.3,806.859,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-49-11-340Z_image.jpg
20241116105700,550.019,9.63,23.55,2.788,117.4,806.846,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-50-14-399Z_image.jpg
20241116105800,548.635,9.64,24.8,3.388,98.9,806.843,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-51-17-481Z_image.jpg
20241116105900,549.409,9.77,23.84,3.663,101.4,806.847,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-52-20-678Z_image.jpg
20241116110000,550.283,9.79,24.05,3.5,95.5,806.857,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-53-24-220Z_image.jpg
20241116110100,551.446,9.81,24.46,2.575,96.5,806.85,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-54-27-235Z_image.jpg
20241116110200,554.403,10,24.59,2.638,97.7,806.863,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-55-30-312Z_image.jpg
20241116110300,554.426,10.21,24.35,2.963,113,806.861,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-56-33-348Z_image.jpg
20241116110400,552.431,10.26,24.72,2.888,108.4,806.859,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-57-36-441Z_image.jpg
20241116110500,552.312,10.29,26.25,2.15,114.2,806.851,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-58-39-732Z_image.jpg
20241116110600,555.002,10.57,24.88,2.4,137.7,806.822,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-59-42-749Z_image.jpg
20241116110700,555.295,10.75,25.08,2.263,138.5,806.808,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-00-45-904Z_image.jpg
20241116110800,558.564,10.81,24.77,2.125,146.7,806.751,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-01-49-134Z_image.jpg
20241116110900,557.211,10.83,25.42,2.55,113.7,806.702,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-02-52-202Z_image.jpg
20241116111000,558.657,10.85,23.75,3.463,114.5,806.69,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-03-55-443Z_image.jpg
20241116111100,556.296,10.66,24.1,3.438,109.2,806.661,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-04-59-130Z_image.jpg
20241116111200,555.443,10.57,22.76,3,107.4,806.666,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-06-02-218Z_image.jpg
20241116111300,557.165,10.47,22,2.813,112.9,806.649,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-07-05-769Z_image.jpg
20241116111400,557.686,10.32,24.9,2.575,110.8,806.629,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-08-08-858Z_image.jpg
20241116111500,560.098,10.52,25.71,2.438,110.6,806.627,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-09-12-210Z_image.jpg
20241116111600,561.644,10.84,23.6,2.913,100,806.603,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-10-15-253Z_image.jpg
20241116111700,564.318,10.92,23.21,2.6,112.8,806.601,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-11-18-318Z_image.jpg
20241116111800,565.377,10.9,23.39,3.138,128.2,806.606,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-12-21-480Z_image.jpg
20241116111900,565.835,10.62,23.11,2.313,129.7,806.595,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-13-24-664Z_image.jpg
20241116112000,566.299,10.29,24.54,2.325,130.6,806.562,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-14-28-127Z_image.jpg
20241116112100,566.769,10.25,24.21,2.938,117.3,806.554,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-15-31-010Z_image.jpg
20241116112200,567.981,10.31,23.44,2.788,108.4,806.546,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-16-34-136Z_image.jpg
20241116112300,568.105,10.47,22.77,2.2,76.41,806.531,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-17-37-132Z_image.jpg
20241116112400,567.445,10.61,22.77,2.45,100.4,806.507,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-18-40-281Z_image.jpg
20241116112500,567.387,10.74,23.17,3.563,120.9,806.519,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-19-43-515Z_image.jpg
20241116112600,568.848,10.5,22.86,2.138,113.9,806.514,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-20-46-584Z_image.jpg
20241116112700,569.273,10.31,23.67,2.538,134.4,806.485,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-21-49-580Z_image.jpg
20241116112800,570.023,10.28,22.85,2.75,129.9,806.465,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-22-52-669Z_image.jpg
20241116112900,569.429,10.22,22.12,3.325,137.8,806.466,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-23-55-668Z_image.jpg
20241116113000,569.736,10.06,22.38,1.9,149.7,806.456,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-24-58-938Z_image.jpg
20241116113100,570.014,10.02,24.07,2.588,116.7,806.471,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-26-02-211Z_image.jpg
20241116113200,570.246,10.29,23.57,2.338,118.2,806.492,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-27-05-353Z_image.jpg
20241116113300,569.909,10.45,22.58,2.238,111.6,806.473,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-28-08-450Z_image.jpg
20241116113400,570.196,10.52,22.65,2.263,125.7,806.458,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-29-11-545Z_image.jpg
20241116113500,570.342,10.65,21,3.05,128.4,806.443,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-30-14-847Z_image.jpg
20241116113600,569.52,10.54,20.87,2.375,132.1,806.429,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-31-17-889Z_image.jpg
20241116113700,569.233,10.37,21.87,3.225,123.4,806.404,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-32-20-955Z_image.jpg
20241116113800,569.329,10.4,22.32,2.063,149.5,806.386,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-33-23-945Z_image.jpg
20241116113900,568.956,10.57,21.96,1.95,152.5,806.398,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-34-27-145Z_image.jpg
20241116114000,568.463,10.75,21.89,2.363,138.1,806.394,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-35-30-496Z_image.jpg
20241116114100,567.445,10.79,21.85,2.413,125.9,806.394,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-36-33-647Z_image.jpg
20241116114200,567.34,10.76,22.02,2.963,123.7,806.393,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-37-36-718Z_image.jpg
20241116114300,568.307,10.73,21.97,2.7,128.1,806.384,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-38-39-830Z_image.jpg
20241116114400,569.053,10.77,21.58,2.888,113.4,806.354,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-39-42-984Z_image.jpg
20241116114500,568.021,10.81,21.9,2.763,94.8,806.342,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-40-46-803Z_image.jpg
20241116114600,567.788,10.94,20.84,3.025,94.7,806.354,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-41-49-919Z_image.jpg
20241116114700,568.894,10.96,20.82,2.488,94.7,806.35,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-42-53-053Z_image.jpg
20241116114800,569.783,10.98,20.07,2.513,96.1,806.352,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-43-56-138Z_image.jpg
20241116114900,569.455,11,21.5,2.263,93.3,806.342,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-44-59-388Z_image.jpg
20241116115000,569.316,11.06,21.63,2.213,115.6,806.325,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-46-02-774Z_image.jpg
20241116115100,569.233,11.17,22.37,3.475,112.4,806.319,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-47-06-017Z_image.jpg
20241116115200,568.98,11.15,21.49,4.112,110.6,806.317,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-48-09-159Z_image.jpg
20241116115300,568.802,10.84,21.28,3.45,101,806.311,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-49-12-650Z_image.jpg
20241116115400,569.718,10.66,21.26,3.3,117.7,806.303,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-50-15-824Z_image.jpg
20241116115500,570.218,10.56,22.29,2.925,93.1,806.324,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-51-19-091Z_image.jpg
20241116115600,569.483,10.59,21.15,1.38,103.1,806.331,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-52-22-703Z_image.jpg
20241116115700,568.789,10.65,22.36,2.038,105.7,806.324,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-53-26-123Z_image.jpg
20241116115800,568.372,10.76,21.88,2.275,118.1,806.303,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-54-29-172Z_image.jpg
20241116115900,567.985,10.77,22.27,2.763,120.5,806.276,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-55-32-742Z_image.jpg
20241116120000,568.402,10.78,22.14,3.525,128.9,806.256,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-56-36-126Z_image.jpg
20241116120100,567.639,10.75,22.07,3.063,123.9,806.255,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-57-39-309Z_image.jpg
20241116120200,567.164,10.67,21.87,3.563,120.3,806.25,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-58-43-031Z_image.jpg
20241116120300,567.32,10.51,22.37,3.013,124.1,806.252,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T17-59-46-032Z_image.jpg
20241116120400,566.876,10.39,22.21,2.75,131.7,806.26,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-00-49-144Z_image.jpg
20241116120500,565.264,10.35,23.16,3,114.9,806.247,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-01-52-473Z_image.jpg
20241116120600,563.173,10.45,22.77,2.85,118.4,806.239,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-02-56-172Z_image.jpg
20241116120700,562.365,10.51,22.87,2.813,119.2,806.225,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-03-59-356Z_image.jpg
20241116120800,561.17,10.53,22.64,2.138,122,806.223,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-05-02-376Z_image.jpg
20241116120900,561.131,10.56,23.06,2.088,123.4,806.188,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-06-05-842Z_image.jpg
20241116121000,560.364,10.74,23.27,1.95,119.9,806.152,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-07-09-119Z_image.jpg
20241116121100,560.265,11.07,22.2,2.438,136.1,806.129,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-08-12-672Z_image.jpg
20241116121200,560.633,11,21.64,2.525,132.1,806.106,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-09-15-737Z_image.jpg
20241116121300,561.449,10.84,22.16,2.413,143.9,806.091,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-10-18-878Z_image.jpg
20241116121400,561.171,10.85,23.12,2.788,129.9,806.083,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-11-21-964Z_image.jpg
20241116121500,560.832,11.07,21.97,3.575,133.3,806.102,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-12-26-068Z_image.jpg
20241116121600,560.03,11.05,21.64,2.9,135.3,806.11,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-13-29-327Z_image.jpg
20241116121700,559.268,10.98,21.68,2.275,154.6,806.093,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-14-32-389Z_image.jpg
20241116121800,559.213,10.93,21.49,3.363,136.2,806.067,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-15-35-416Z_image.jpg
20241116121900,558.52,10.84,21.67,3.575,130.1,806.061,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-16-38-696Z_image.jpg
