datetime,Global CMP22 (vent/cor) [W/m^2],Tower Dry Bulb Temp [deg C],Tower RH [%],Avg Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],image_url
20241116150100,109.947,8.81,27.11,2.35,91.1,807.482,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-07-33-317Z_image.jpg
20241116150200,106.921,8.82,27.35,2.6,118.3,807.501,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-08-36-416Z_image.jpg
20241116150300,104.312,8.81,27.43,2.013,103.4,807.512,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-09-40-761Z_image.jpg
20241116150400,102.413,8.81,27.91,2.9,107.9,807.547,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-10-43-926Z_image.jpg
20241116150500,102.512,8.81,27.15,3.363,98.6,807.57,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-11-47-362Z_image.jpg
20241116150600,105.259,8.77,27.15,2.563,108,807.579,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-12-50-470Z_image.jpg
20241116150700,110.018,8.73,28.36,2,114,807.601,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-13-53-727Z_image.jpg
20241116150800,115.507,8.75,28.72,1.988,100.2,807.608,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-14-57-007Z_image.jpg
20241116150900,115.35,8.8,28.03,2.725,105.1,807.607,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-16-00-076Z_image.jpg
20241116151000,112.216,8.82,27.44,2.9,100.6,807.609,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-17-03-504Z_image.jpg
20241116151100,107.084,8.78,27.82,2.925,103.4,807.631,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-18-06-605Z_image.jpg
20241116151200,101.254,8.74,28.32,2.688,91.3,807.647,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-19-09-766Z_image.jpg
20241116151300,95.7078,8.72,28.77,2.675,112.9,807.693,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-20-13-008Z_image.jpg
20241116151400,91.6013,8.71,29.29,2.463,127.3,807.722,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-21-16-183Z_image.jpg
20241116151500,89.009,8.69,29.63,2.413,126.3,807.746,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-22-19-698Z_image.jpg
20241116151600,87.1957,8.67,29.84,2.25,133.3,807.775,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-23-23-029Z_image.jpg
20241116151700,85.1128,8.64,29.77,2.375,135.5,807.782,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-24-26-839Z_image.jpg
20241116151800,82.671,8.59,30.08,2.288,124.9,807.806,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-25-30-020Z_image.jpg
20241116151900,80.0642,8.53,29.78,2.575,127.8,807.831,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-26-33-394Z_image.jpg
20241116152000,77.6386,8.47,29.97,2.975,124.2,807.838,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-27-36-825Z_image.jpg
20241116152100,75.4257,8.45,30.58,2.088,129.5,807.858,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-28-40-701Z_image.jpg
20241116152200,73.0588,8.45,31.04,1.863,125.8,807.877,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-29-43-790Z_image.jpg
20241116152300,70.853,8.47,30.47,2.163,131,807.889,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-30-50-321Z_image.jpg
20241116152400,69.8561,8.47,30.32,2.625,135.7,807.91,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-31-49-212Z_image.jpg
20241116152500,70.0267,8.43,30.14,2.325,129.9,807.932,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-32-53-247Z_image.jpg
20241116152600,70.6487,8.37,30.25,2.538,130.1,807.951,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-33-56-388Z_image.jpg
20241116152700,70.354,8.32,30.21,2.65,132.2,807.974,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-35-00-106Z_image.jpg
20241116152800,68.2166,8.28,30.41,2.625,136.5,807.99,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-36-03-313Z_image.jpg
20241116152900,64.1497,8.26,30.73,2.45,118.4,808.017,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-37-06-711Z_image.jpg
20241116153000,58.9008,8.26,30.73,1.888,123.3,808.037,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-38-10-618Z_image.jpg
20241116153100,54.0356,8.28,30.75,2.525,129.7,808.056,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-39-13-720Z_image.jpg
20241116153200,50.6451,8.28,30.11,2.213,130.3,808.079,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-40-17-815Z_image.jpg
20241116153300,49.4734,8.25,30.35,2.15,131.2,808.101,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-41-21-002Z_image.jpg
20241116153400,50.3134,8.23,30.05,1.75,137.2,808.125,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-42-24-274Z_image.jpg
20241116153500,52.0644,8.21,29.56,2.163,143.9,808.157,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-43-27-825Z_image.jpg
20241116153600,52.7899,8.19,29.16,2.213,132.8,808.185,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-44-31-012Z_image.jpg
20241116153700,50.9548,8.16,29.48,2.375,123.6,808.182,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-45-34-180Z_image.jpg
20241116153800,46.561,8.13,29.16,2.663,127.3,808.214,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-46-37-760Z_image.jpg
20241116153900,40.8173,8.11,28.46,2.263,130.3,808.22,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-47-41-264Z_image.jpg
20241116154000,35.3795,8.08,28.75,1.975,145.5,808.245,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-48-45-398Z_image.jpg
20241116154100,31.2382,8.07,28.7,2.363,130.2,808.267,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-49-49-193Z_image.jpg
20241116154200,28.7262,8.03,28.29,3.013,134.1,808.291,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-50-52-569Z_image.jpg
20241116154300,28.1896,7.988,27.92,2.488,127.7,808.311,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-51-55-930Z_image.jpg
20241116154400,29.5559,7.955,28.22,2.125,128.1,808.339,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-52-59-598Z_image.jpg
20241116154500,31.6435,7.93,28.17,2.613,127.8,808.369,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-54-03-743Z_image.jpg
20241116154600,32.8504,7.908,28.12,2.563,140.4,808.39,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-55-07-248Z_image.jpg
20241116154700,32.7014,7.886,28.11,2.688,135,808.418,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-56-11-283Z_image.jpg
20241116154800,31.1428,7.858,27.88,3.25,124.6,808.431,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-57-15-004Z_image.jpg
20241116154900,28.6441,7.818,27.84,2.775,128.7,808.454,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-58-19-776Z_image.jpg
20241116155000,26.1905,7.781,28.21,3.063,134,808.463,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-59-23-827Z_image.jpg
20241116155100,24.1977,7.745,28.33,2.55,140.2,808.476,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-00-27-189Z_image.jpg
20241116155200,22.8666,7.713,28.39,1.613,135,808.499,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-01-30-681Z_image.jpg
20241116155300,22.5403,7.693,28.56,2.688,135,808.537,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-02-35-221Z_image.jpg
20241116155400,22.7527,7.677,28.36,2.575,137.5,808.563,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-03-39-079Z_image.jpg
20241116155500,23.0829,7.656,28.8,2.55,130.3,808.6,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-04-43-620Z_image.jpg
20241116155600,23.2123,7.638,28.97,1.888,123,808.629,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-05-47-637Z_image.jpg
20241116155700,22.721,7.625,29.23,1.65,128.3,808.659,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-06-51-312Z_image.jpg
20241116155800,21.7784,7.614,29.4,1.588,131.8,808.661,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-07-55-029Z_image.jpg
20241116155900,21.078,7.606,28.91,1.85,131.3,808.673,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-08-58-789Z_image.jpg
20241116160000,20.2816,7.59,28.49,1.9,131.8,808.694,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-10-03-055Z_image.jpg
20241116160100,19.0701,7.567,28.8,2.175,123,808.716,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-11-06-464Z_image.jpg
20241116160200,17.809,7.544,28.91,2.325,122.6,808.731,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-12-10-023Z_image.jpg
20241116160300,16.5296,7.523,28.88,2.725,115.5,808.763,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-13-13-421Z_image.jpg
20241116160400,15.7118,7.514,29.1,2.4,119.2,808.794,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-14-17-497Z_image.jpg
20241116160500,14.9714,7.501,28.56,2.363,128,808.823,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-15-21-656Z_image.jpg
20241116160600,14.2681,7.496,28.89,2.188,132.9,808.862,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-16-25-181Z_image.jpg
20241116160700,13.6694,7.479,29.37,1.588,128.9,808.884,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-17-29-089Z_image.jpg
20241116160800,13.1483,7.462,28.95,1.3,146.2,808.908,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-18-33-354Z_image.jpg
20241116160900,13.0472,7.453,29.22,1.405,124.4,808.925,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-19-36-751Z_image.jpg
20241116161000,13.0831,7.434,27.99,2.738,120.1,808.95,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-20-40-992Z_image.jpg
20241116161100,12.9357,7.417,28.92,1.253,144.1,808.984,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-21-44-495Z_image.jpg
20241116161200,12.2994,7.404,28.44,1.538,138.7,809.001,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-22-49-833Z_image.jpg
20241116161300,11.5403,7.388,28.43,1.788,121.2,809.013,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-23-47-876Z_image.jpg
20241116161400,11.1006,7.367,28.14,1.8,139.1,809.036,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-24-51-253Z_image.jpg
20241116161500,10.9398,7.355,28.32,0.635,142.7,809.054,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-25-57-131Z_image.jpg
20241116161600,10.8707,7.341,28.3,0.457,144.6,809.075,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-26-56-415Z_image.jpg
20241116161700,10.7928,7.334,29.01,0.41,125.4,809.096,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-28-00-560Z_image.jpg
20241116161800,10.4505,7.329,28.93,0.525,137.3,809.11,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-29-04-436Z_image.jpg
20241116161900,9.83952,7.314,29.29,0.57,249.5,809.127,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-30-07-895Z_image.jpg
20241116162000,9.06433,7.315,29.1,0.675,207.8,809.131,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-31-12-801Z_image.jpg
20241116162100,8.31213,7.314,28.83,0.913,160,809.144,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-32-16-653Z_image.jpg
20241116162200,7.734,7.3,28.76,0.267,170.6,809.144,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-33-22-136Z_image.jpg
20241116162300,7.58058,7.28,28.65,0.712,165.3,809.163,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-34-20-924Z_image.jpg
20241116162400,7.76917,7.255,28.73,0.223,139.4,809.182,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-35-25-697Z_image.jpg
20241116162500,8.02169,7.231,28.76,0,0,809.209,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-36-31-711Z_image.jpg
20241116162600,8.1096,7.22,29.04,0,0,809.219,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-37-32-411Z_image.jpg
20241116162700,7.96924,7.21,28.89,0,0,809.221,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-38-32-044Z_image.jpg
20241116162800,7.47751,7.193,29.08,0,0,809.216,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-39-36-733Z_image.jpg
20241116162900,6.99566,7.18,28.98,0,0,809.195,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-40-42-272Z_image.jpg
20241116163000,6.68827,7.164,28.65,0,0,809.191,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-41-41-701Z_image.jpg
20241116163100,6.53349,7.153,28.93,0,0,809.21,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-42-46-449Z_image.jpg
20241116163200,6.30188,7.146,29.75,0,0,809.224,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-43-52-255Z_image.jpg
20241116163300,5.75106,7.133,29.29,0,0,809.244,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-44-57-473Z_image.jpg
20241116163400,5.18618,7.113,29.29,0,0,809.258,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-45-55-857Z_image.jpg
20241116163500,4.85934,7.106,29.22,0,0,809.285,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-47-00-636Z_image.jpg
20241116163600,4.43204,7.088,29.14,0,0,809.317,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-48-07-296Z_image.jpg
20241116163700,4.07722,7.059,29.43,0,0,809.347,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-49-05-192Z_image.jpg
20241116163800,3.82097,7.03,29.76,0,0,809.379,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-50-11-879Z_image.jpg
20241116163900,3.61383,6.998,31.3,0,0,809.391,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-51-13-781Z_image.jpg
20241116164000,3.43764,6.958,32.04,0,0,809.412,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-52-14-979Z_image.jpg
20241116164100,3.18562,6.921,32.9,0,0,809.433,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-53-19-910Z_image.jpg
20241117065100,6.85351,1.873,36.8,3.313,274.1,811.567,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-54-22-909Z_image.jpg
20241117065200,7.8101,1.947,37.17,2.825,280.7,811.555,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-55-25-676Z_image.jpg
20241117065300,8.90488,1.97,36.68,2.788,280,811.547,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-56-26-414Z_image.jpg
20241117065400,10.1394,2.041,36.24,2.838,275.9,811.555,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-57-27-166Z_image.jpg
20241117065500,11.5387,2.081,37.24,2.013,274.5,811.555,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-58-25-496Z_image.jpg
20241117065600,13.1955,1.995,37.39,2.675,284.5,811.553,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T22-59-28-799Z_image.jpg
20241117065700,14.9145,1.944,37.05,2.325,282.4,811.543,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-00-32-197Z_image.jpg
20241117065800,16.7505,1.928,37.62,2.05,290.3,811.574,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-01-37-066Z_image.jpg
20241117065900,18.7405,1.868,37.98,2.65,300,811.573,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-02-40-793Z_image.jpg
20241117070000,20.9065,1.784,38.75,2.625,304.3,811.584,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-03-44-474Z_image.jpg
20241117070100,22.9424,1.636,39.93,2.288,301.1,811.591,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-04-55-392Z_image.jpg
20241117070200,24.9336,1.478,39.54,2.313,309.4,811.582,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-05-50-779Z_image.jpg
20241117070300,27.0281,1.447,39.1,2.413,304.7,811.601,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-06-48-173Z_image.jpg
20241117070400,29.0005,1.446,39.62,1.538,303.7,811.592,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-07-52-316Z_image.jpg
20241117070500,31.0181,1.402,39.77,1.6,294.3,811.578,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-08-54-008Z_image.jpg
20241117070600,33.0463,1.322,40.03,1.513,297.9,811.568,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-09-53-901Z_image.jpg
20241117070700,35.229,1.266,40.55,1.738,286,811.583,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-10-59-451Z_image.jpg
20241117070800,37.529,1.222,40.6,1.488,298.8,811.592,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-11-59-149Z_image.jpg
20241117070900,39.8217,1.205,41.13,1.813,297.3,811.609,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-13-06-292Z_image.jpg
20241117071000,42.1808,1.191,41.09,3.463,306.7,811.608,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-14-07-975Z_image.jpg
20241117071100,44.6362,1.203,40.13,3.4,307.7,811.607,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-15-09-412Z_image.jpg
20241117071200,46.9624,1.333,39.12,3.413,300.3,811.618,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-16-10-512Z_image.jpg
20241117071300,49.3848,1.514,37.22,3.5,302.1,811.641,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-17-09-338Z_image.jpg
20241117071400,51.8197,1.733,37.14,2.913,299.5,811.666,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-18-17-716Z_image.jpg
20241117071500,54.1529,1.86,36.19,2.738,297.7,811.682,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-19-25-091Z_image.jpg
20241117071600,56.7417,1.958,36.15,2.525,302.5,811.701,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-20-23-279Z_image.jpg
20241117071700,59.5169,2.027,36,2.025,305.1,811.722,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-21-26-737Z_image.jpg
20241117071800,62.2452,2.093,35.53,1.45,306.5,811.717,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-22-31-023Z_image.jpg
20241117071900,64.7172,2.162,35.14,1.775,295.8,811.736,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-23-37-002Z_image.jpg
20241117072000,67.3446,2.217,34.55,1.713,296.5,811.74,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-24-31-166Z_image.jpg
20241117072100,70.04,2.314,34.48,1.238,294,811.754,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-25-40-343Z_image.jpg
20241117072200,72.7079,2.403,34.57,0.28,274.8,811.779,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-26-40-272Z_image.jpg
20241117072300,75.5014,2.449,34.23,0.998,292.8,811.799,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-27-55-429Z_image.jpg
20241117072400,78.1482,2.489,34.28,0.612,9.51,811.801,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-28-54-556Z_image.jpg
20241117072500,80.8843,2.565,33.57,0.595,317.4,811.821,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-29-53-848Z_image.jpg
20241117072600,83.6606,2.673,33.11,1.195,294.7,811.827,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-30-59-465Z_image.jpg
20241117072700,86.2841,2.72,32.68,2.025,288.1,811.798,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-31-59-449Z_image.jpg
20241117072800,88.9361,2.822,30.83,2.538,289.7,811.787,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-33-05-227Z_image.jpg
20241117072900,91.5891,3.003,31.55,2.438,295.9,811.783,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-34-10-458Z_image.jpg
20241117073000,94.6514,3.043,32.7,2.138,294,811.755,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-35-09-292Z_image.jpg
20241117073100,97.4708,3.037,31.76,3.113,282.6,811.748,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-36-11-483Z_image.jpg
20241117073200,100.044,3.049,30.86,2.875,286.9,811.741,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-37-16-087Z_image.jpg
20241117073300,102.971,3.143,30.59,2.538,286.6,811.743,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-38-18-505Z_image.jpg
20241117073400,105.958,3.217,30.57,1.725,286.3,811.739,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-39-18-155Z_image.jpg
20241117073500,108.725,3.258,30.34,2.15,300.7,811.774,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-40-23-446Z_image.jpg
20241117073600,111.482,3.306,29.98,1.913,299.3,811.782,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-41-26-794Z_image.jpg
20241117073700,114.329,3.375,30.33,1.575,293.8,811.816,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-42-20-942Z_image.jpg
20241117073800,117.457,3.421,30.99,1.12,297.9,811.847,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-43-37-528Z_image.jpg
20241117073900,120.398,3.446,30.95,1.615,296.2,811.866,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-44-41-342Z_image.jpg
20241117074000,123.407,3.458,30.23,2.2,295.1,811.866,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-45-43-110Z_image.jpg
20241117074100,126.484,3.46,31.08,2.15,282.7,811.872,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-46-45-354Z_image.jpg
20241117074200,129.42,3.448,30.76,2.013,275.5,811.864,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-47-46-524Z_image.jpg
20241117074300,132.469,3.455,30.2,0.867,287.2,811.87,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-48-42-875Z_image.jpg
20241117074400,135.297,3.508,30.37,1.538,262.7,811.876,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-49-47-013Z_image.jpg
20241117074500,138.387,3.533,31.17,1.488,264.1,811.908,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-50-49-426Z_image.jpg
20241117074600,141.861,3.583,30.43,1.325,261.1,811.885,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-51-53-950Z_image.jpg
20241117074700,145.012,3.679,29.4,2.063,276.4,811.884,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-53-00-764Z_image.jpg
20241117074800,148.07,3.743,28.04,1.963,248.6,811.862,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-54-02-693Z_image.jpg
20241117074900,151.102,3.845,27.84,1.238,246,811.854,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-55-04-049Z_image.jpg
20241117075000,154.093,3.962,28.54,1.463,266.9,811.871,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-56-00-085Z_image.jpg
